class,uniprot_id,description,len,dataset
positive,A0A430S1L1,A0A430S1L1_THESC Beta-glucosidase OS=Thermus scotoductus OX=37636 GN=CSW38_03280 PE=3 SV=1,431,test
negative,A0A3C2A127,A0A3C2A127_9BACT beta-glucosidase (Fragment) OS=Cytophagales bacterium OX=2053541 GN=DCR93_16485 PE=3 SV=1,411,test
negative,A0A135LTE4,A0A135LTE4_PENPA Probable beta-glucosidase L OS=Penicillium patulum OX=5078 GN=PGRI_085270 PE=3 SV=1,735,test
negative,B6H0M5,B6H0M5_PENRW Probable beta-glucosidase btgE OS=Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) OX=500485 GN=Pc12g03160 PE=4 SV=1,578,test
positive,A0A0P6XSE8,A0A0P6XSE8_9CHLR Beta-glucosidase OS=Thermanaerothrix daxensis OX=869279 GN=SE15_07780 PE=3 SV=1,459,test
negative,L8P7A3,L8P7A3_STRVR Beta-glucosidase OS=Streptomyces viridochromogenes Tue57 OX=1160705 GN=STVIR_5554 PE=3 SV=1,472,test
negative,A0A7W7U8I8,A0A7W7U8I8_9ACTN Beta-glucosidase OS=Streptomyces nymphaeiformis OX=2663842 GN=GGE06_007952 PE=3 SV=1,480,test
negative,A0A847R3X2,A0A847R3X2_9GAMM Beta-glucosidase OS=Marinomonas profundi OX=2726122 GN=HGG82_13605 PE=3 SV=1,447,test
positive,A0A2M8PHI4,A0A2M8PHI4_9CHLR Beta-glucosidase OS=Candidatus Thermofonsia Clade 1 bacterium OX=2364210 GN=CUN49_02655 PE=3 SV=1,445,test
positive,A0A2X2SX46,A0A2X2SX46_CAPOC Thermostable beta-glucosidase B OS=Capnocytophaga ochracea OX=1018 GN=bglB PE=3 SV=1,731,test
negative,A0A1H7P2G7,A0A1H7P2G7_9BACL beta-glucosidase OS=Paenibacillus sp. cl141a OX=1761877 GN=SAMN04488688_103397 PE=3 SV=1,721,test
negative,A0A098S657,A0A098S657_9BACT beta-glucosidase OS=Phaeodactylibacter xiamenensis OX=1524460 GN=IX84_13670 PE=4 SV=1,647,test
negative,A0A2I0GCQ9,A0A2I0GCQ9_PUNGR beta-glucosidase OS=Punica granatum OX=22663 GN=CRG98_050354 PE=4 SV=1,221,test
positive,A0A160TID1,A0A160TID1_9ZZZZ Beta-glucosidase OS=hydrothermal vent metagenome OX=652676 GN=MGWOODY_Smn3426 PE=4 SV=1,790,test
positive,A0A3D1JH10,A0A3D1JH10_9CHLR Beta-glucosidase OS=Anaerolinea thermolimosa OX=229919 GN=DEQ80_03510 PE=3 SV=1,448,test
negative,A0A2H3C556,A0A2H3C556_9AGAR beta-glucosidase OS=Armillaria solidipes OX=1076256 GN=ARMSODRAFT_903578 PE=3 SV=1,686,test
negative,A0A349K013,A0A349K013_9BACT beta-glucosidase (Fragment) OS=Verrucomicrobiales bacterium OX=2026801 GN=DCS85_04390 PE=4 SV=1,266,test
positive,A0A174A1Q7,A0A174A1Q7_9BACE Thermostable beta-glucosidase B OS=Bacteroides finegoldii OX=338188 GN=bglB_2 PE=3 SV=1,750,test
negative,A0A7K3M453,A0A7K3M453_9ACTN Beta-glucosidase OS=Phytoactinopolyspora mesophila OX=2650750 GN=F7O44_13050 PE=3 SV=1,464,test
negative,A0A1I6PZJ8,A0A1I6PZJ8_9FLAO beta-glucosidase OS=Lutibacter maritimus OX=593133 GN=SAMN04488006_1354 PE=3 SV=1,754,test
negative,A0A7S3SW08,A0A7S3SW08_EMIHU beta-glucosidase OS=Emiliania huxleyi OX=2903 GN=EHUX00137_LOCUS27872 PE=4 SV=1,573,test
positive,A0A0F0LDI2,A0A0F0LDI2_9MICO Thermostable beta-glucosidase B OS=Microbacterium oxydans OX=82380 GN=bglB_3 PE=3 SV=1,771,test
positive,A0A1R3TSS4,A0A1R3TSS4_9HYPH Thermostable beta-glucosidase B OS=Agrobacterium sp. DSM 25558 OX=1907665 GN=bglB_2 PE=3 SV=1,797,test
negative,A0A2T2X554,A0A2T2X554_9FIRM beta-glucosidase OS=Sulfobacillus benefaciens OX=453960 GN=C7B43_08180 PE=3 SV=1,783,test
negative,A0A4Z1EW19,A0A4Z1EW19_9HELO beta-glucosidase OS=Botrytis tulipae OX=87230 GN=BTUL_0038g00600 PE=3 SV=1,777,test
negative,A0A6N3ELJ0,A0A6N3ELJ0_9CLOT Beta-glucosidase A OS=uncultured Clostridium sp OX=59620 GN=bglA PE=3 SV=1,450,test
negative,A0A7K2KHB6,A0A7K2KHB6_9ACTN beta-glucosidase OS=Streptomyces sp. SID4937 OX=2690280 GN=GTW60_31700 PE=4 SV=1,760,test
positive,A0A7W3R6Q0,A0A7W3R6Q0_9ACTN Beta-glucosidase OS=Thermomonospora cellulosilytica OX=1411118 GN=HNR21_000714 PE=3 SV=1,442,test
positive,A0A6N1VGS4,A0A6N1VGS4_9HYPH Beta-glucosidase OS=Oricola thermophila OX=2742145 GN=HTY61_17520 PE=3 SV=1,443,test
positive,B0KDF9,B0KDF9_THEP3 beta-glucosidase OS=Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) OX=340099 GN=Teth39_2054 PE=3 SV=1,447,test
positive,A0A1C5ZHY6,A0A1C5ZHY6_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_3 PE=3 SV=1,765,test
negative,A0A848QJX3,A0A848QJX3_9SPHN beta-glucosidase OS=Pontixanthobacter rizhaonensis OX=2730337 GN=HKD42_00190 PE=4 SV=1,742,test
positive,A0A7U9SPZ5,A0A7U9SPZ5_9FIRM Thermostable beta-glucosidase B OS=Lachnospiraceae bacterium OX=1898203 GN=bglB_2 PE=3 SV=1,767,test
positive,A0A101EQH9,A0A101EQH9_9THEM Beta-glucosidase OS=Thermotoga petrophila OX=93929 GN=XD57_0876 PE=3 SV=1,446,test
positive,A0A1V5N2J5,A0A1V5N2J5_9BACT Thermostable beta-glucosidase B OS=Bacteroidetes bacterium ADurb.Bin416 OX=1852814 GN=bglB PE=3 SV=1,740,test
negative,A0A7J7KU99,A0A7J7KU99_9MAGN beta-glucosidase OS=Kingdonia uniflora OX=39325 GN=GIB67_040704 PE=3 SV=1,471,test
negative,A0A7Y5QBZ1,A0A7Y5QBZ1_9CHLR beta-glucosidase OS=Anaerolineae bacterium OX=2052143 GN=HUU31_07420 PE=4 SV=1,596,test
negative,A0A0Q6VNH8,A0A0Q6VNH8_9ACTN Beta-glucosidase OS=Aeromicrobium sp. Root344 OX=1736521 GN=ASC61_18710 PE=3 SV=1,453,test
positive,A0A840P1I0,A0A840P1I0_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_000813 PE=3 SV=1,449,test
positive,A0A1C6F7B9,A0A1C6F7B9_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_2 PE=3 SV=1,756,test
negative,A0A7X8CTV4,A0A7X8CTV4_9BACT beta-glucosidase OS=Bacteroidales bacterium OX=2030927 GN=GX431_14795 PE=4 SV=1,777,test
negative,A0A7Y0LXP2,A0A7Y0LXP2_CELFI Beta-glucosidase OS=Cellulomonas fimi OX=1708 GN=HIR71_06935 PE=3 SV=1,481,test
negative,A0A5J5IGK4,A0A5J5IGK4_9BACT beta-glucosidase OS=Ginsengibacter hankyongi OX=2607284 GN=bglX PE=3 SV=1,759,test
positive,E4Q7Z7,E4Q7Z7_CALH1 beta-glucosidase OS=Caldicellulosiruptor hydrothermalis (strain DSM 18901 / VKM B-2411 / 108) OX=632292 GN=Calhy_2210 PE=3 SV=1,452,test
positive,A0A0C7P274,A0A0C7P274_DEFTU Thermostable beta-glucosidase B OS=Defluviitoga tunisiensis OX=1006576 GN=bglB1 PE=3 SV=1,750,test
negative,A0A6N8F3H7,A0A6N8F3H7_PAEMA beta-glucosidase OS=Paenibacillus macerans OX=44252 GN=bglX PE=3 SV=1,750,test
negative,A0A1G9WNI1,A0A1G9WNI1_9ACTN beta-glucosidase OS=Nocardioides szechwanensis OX=1005944 GN=SAMN05192576_1114 PE=4 SV=1,761,test
positive,A0A1M6I6X3,A0A1M6I6X3_9FIRM Beta-glucosidase OS=Thermoclostridium caenicola OX=659425 GN=SAMN05444373_103915 PE=3 SV=1,459,test
positive,A0A087E2J5,A0A087E2J5_9BIFI Beta-glucosidase OS=Bifidobacterium thermacidophilum subsp. thermacidophilum OX=79262 GN=THER5_0169 PE=3 SV=1,456,test
positive,A0A6N2YDV3,A0A6N2YDV3_MEDGN Thermostable beta-glucosidase B OS=Mediterraneibacter gnavus OX=33038 GN=bglB_1 PE=3 SV=1,765,test
negative,A0A1G6C2R6,A0A1G6C2R6_9FLAO beta-glucosidase OS=Flavobacteriaceae bacterium MAR_2010_188 OX=1250295 GN=SAMN03097699_0422 PE=3 SV=1,769,test
negative,A0A368ZUH9,A0A368ZUH9_9GAMM Beta-glucosidase OS=Marinomonas foliarum OX=491950 GN=DFP77_12575 PE=3 SV=1,447,test
negative,A0A7K2SBA5,A0A7K2SBA5_9ACTN Beta-glucosidase OS=Streptomyces sp. SID8364 OX=2690347 GN=GTY69_18255 PE=3 SV=1,464,test
positive,A0A1G7KX94,A0A1G7KX94_THETY beta-glucosidase OS=Thermoanaerobacter thermohydrosulfuricus OX=1516 GN=SAMN04244560_00700 PE=3 SV=1,446,test
negative,A0A536BYB0,A0A536BYB0_UNCCH Glycoside hydrolase family 1 protein OS=Chloroflexota bacterium OX=2026724 GN=E6I47_03235 PE=3 SV=1,443,test
negative,A0A2W4QTR5,A0A2W4QTR5_UNCCH beta-glucosidase (Fragment) OS=Chloroflexota bacterium OX=2026724 GN=DIU68_20120 PE=3 SV=1,605,test
negative,A0A257DZX9,A0A257DZX9_9PSED beta-glucosidase OS=Pseudomonas sp. PGPPP1 OX=2015553 GN=CFE47_12990 PE=4 SV=1,763,test
negative,A0A369W020,A0A369W020_9HYPH Beta-glucosidase OS=Pelagibacterium lacus OX=2282655 GN=DVH29_13785 PE=3 SV=1,441,test
negative,A0A6L9J0J6,A0A6L9J0J6_UNCCH Glycoside hydrolase family 1 protein OS=Chloroflexota bacterium OX=2026724 GN=GYB65_18765 PE=3 SV=1,469,test
negative,A0A4D4MPG0,A0A4D4MPG0_STRAX Beta-glucosidase OS=Streptomyces avermitilis OX=33903 GN=SAV14893_051650 PE=3 SV=1,437,test
positive,A0A7G9SSL9,A0A7G9SSL9_9GAMM beta-glucosidase OS=Thermomonas carbonis OX=1463158 GN=H9L16_04440 PE=4 SV=1,786,test
positive,A0A455T9D6,A0A455T9D6_9CHLR Beta-glucosidase OS=Thermogemmatispora argillosa OX=2045280 GN=KTA_41840 PE=3 SV=1,464,test
positive,A0A1V4IY77,A0A1V4IY77_9CLOT Thermostable beta-glucosidase B OS=Clostridium oryzae OX=1450648 GN=bglB_3 PE=3 SV=1,752,test
negative,A0A3Y5ACJ4,A0A3Y5ACJ4_SALET beta-glucosidase OS=Salmonella enterica I OX=59201 GN=bglX PE=3 SV=1,768,test
negative,A0A367G1L2,A0A367G1L2_9FIRM Beta-glucosidase OS=Subdoligranulum sp. APC924/74 OX=2086273 GN=C4885_15155 PE=3 SV=1,442,test
negative,A0A2T5BX83,A0A2T5BX83_9BACT beta-glucosidase OS=Mangrovibacterium marinum OX=1639118 GN=C8N47_13011 PE=3 SV=1,756,test
positive,A0A6V8NRC0,A0A6V8NRC0_9ACTN Beta-glucosidase OS=Candidatus Hakubella thermalkaliphila OX=2754717 GN=HKBW3S06_01160 PE=3 SV=1,418,test
negative,F1DPQ8,F1DPQ8_BIFLN beta-glucosidase OS=Bifidobacterium longum OX=216816 PE=4 SV=1,787,test
negative,A0A3L6P7J5,A0A3L6P7J5_FUSOX Probable beta-glucosidase btgE OS=Fusarium oxysporum f. sp. cepae OX=396571 GN=BFJ65_g1764 PE=4 SV=1,610,test
negative,A0A7V7KTB3,A0A7V7KTB3_ENTFC beta-glucosidase OS=Enterococcus faecium OX=1352 GN=DTX73_14185 PE=3 SV=1,734,test
negative,A0A2M9BL97,A0A2M9BL97_9BACT beta-glucosidase OS=Hymenobacter chitinivorans DSM 11115 OX=1121954 GN=CLV45_0100 PE=3 SV=1,748,test
negative,A0A5J6U5L9,A0A5J6U5L9_9ACTN Family 1 glycosylhydrolase OS=Actinomadura sp. WMMB 499 OX=1219491 GN=F7P10_14510 PE=3 SV=1,406,test
positive,A0A326UC64,A0A326UC64_THEHA Beta-glucosidase OS=Thermosporothrix hazakensis OX=644383 GN=EI42_04084 PE=3 SV=1,450,test
positive,A0A1H6DKF4,A0A1H6DKF4_9ACTN beta-glucosidase OS=Thermomonospora echinospora OX=1992 GN=SAMN04489712_11842 PE=3 SV=1,732,test
positive,A0A3N2GRV2,A0A3N2GRV2_9PSEU Beta-glucosidase OS=Amycolatopsis thermoflava OX=84480 GN=EDD35_1660 PE=3 SV=1,470,test
negative,A0A7Y7CDZ1,A0A7Y7CDZ1_9BACT Glycoside hydrolase family 1 protein OS=Myxococcus sp. AM011 OX=2745200 GN=HUW62_33795 PE=3 SV=1,432,test
negative,A0A0U1M0X8,A0A0U1M0X8_TALIS beta-glucosidase OS=Talaromyces islandicus OX=28573 GN=PISL3812_05704 PE=3 SV=1,779,test
negative,A0A7K0FIF4,A0A7K0FIF4_9FLAO beta-glucosidase OS=Flavobacterium sp. LC2016-23 OX=2666330 GN=bglX PE=3 SV=1,764,test
positive,A0A1H6BV72,A0A1H6BV72_9ACTN Beta-glucosidase OS=Thermomonospora echinospora OX=1992 GN=SAMN04489712_10832 PE=3 SV=1,464,test
positive,A0A644X6G9,A0A644X6G9_9ZZZZ Thermostable beta-glucosidase B OS=bioreactor metagenome OX=1076179 GN=bglB_4 PE=3 SV=1,213,test
positive,P26208,BGLA_ACET2 Beta-glucosidase A OS=Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) OX=203119 GN=bglA PE=1 SV=1,448,test
negative,A0A1J5HEG2,A0A1J5HEG2_9BACT beta-glucosidase OS=Parcubacteria group bacterium CG2_30_44_11 OX=1805317 GN=AUK16_01785 PE=3 SV=1,638,test
positive,A0A0M2HDD0,A0A0M2HDD0_MICTR Thermostable beta-glucosidase B OS=Microbacterium trichothecenolyticum OX=69370 GN=bglB_3 PE=3 SV=1,760,test
negative,A0A4T0T2W5,A0A4T0T2W5_9BASI Probable beta-glucosidase G OS=Wallemia mellicola OX=1708541 GN=E3Q01_01067 PE=3 SV=1,777,test
negative,A0A810MV91,A0A810MV91_9ACTN Beta-glucosidase OS=Polymorphospora rubra OX=338584 GN=Prubr_05940 PE=3 SV=1,445,test
positive,Q47RE2,Q47RE2_THEFY Beta-glucosidase OS=Thermobifida fusca (strain YX) OX=269800 GN=Tfu_0937 PE=3 SV=1,484,test
positive,A0A0X8X1G6,A0A0X8X1G6_9SPHI Thermostable beta-glucosidase B OS=Mucilaginibacter gotjawali OX=1550579 GN=bglB_3 PE=3 SV=1,709,test
negative,A0A5B0D2S3,A0A5B0D2S3_9MICO beta-glucosidase OS=Microbacterium sp. ANT_H45B OX=2597346 GN=FQ142_15380 PE=4 SV=1,588,test
positive,A0A1B1N9T4,A0A1B1N9T4_9MICO Beta-glucosidase OS=Serinicoccus hydrothermalis OX=1758689 GN=SGUI_0775 PE=3 SV=1,470,test
negative,A0A498KCE1,A0A498KCE1_MALDO beta-glucosidase OS=Malus domestica OX=3750 GN=DVH24_006284 PE=4 SV=1,562,test
negative,A0A1V6QRB1,A0A1V6QRB1_9EURO Probable beta-glucosidase I OS=Penicillium solitum OX=60172 GN=PENSOL_c049G07270 PE=3 SV=1,425,test
negative,A0A2S9AG55,A0A2S9AG55_9MICO Beta-glucosidase OS=Microbacterium sp. MYb62 OX=1848690 GN=CQ042_14785 PE=3 SV=1,479,test
positive,K2PNL2,K2PNL2_THEA7 Beta-glucosidase OS=Thermosipho africanus (strain H17ap60334) OX=1161912 GN=H17ap60334_07058 PE=3 SV=1,441,test
negative,F7M1K0,F7M1K0_9BACE beta-glucosidase OS=Bacteroides sp. 1_1_30 OX=457387 GN=HMPREF0127_01334 PE=4 SV=1,764,test
negative,M4BK81,M4BK81_HYAAE beta-glucosidase OS=Hyaloperonospora arabidopsidis (strain Emoy2) OX=559515 PE=4 SV=1,477,test
negative,A0A841H7D7,A0A841H7D7_9BACT beta-glucosidase OS=Longimicrobium terrae OX=1639882 GN=HNQ61_005577 PE=4 SV=1,633,test
positive,A0A6J5DWE6,A0A6J5DWE6_9BURK Thermostable beta-glucosidase B OS=Burkholderia puraquae OX=1904757 GN=bglB_2 PE=3 SV=1,726,test
positive,A0A1H6AZS1,A0A1H6AZS1_9ACTN Beta-glucosidase OS=Thermomonospora echinospora OX=1992 GN=SAMN04489712_106100 PE=3 SV=1,447,test
positive,A0A455T8N6,A0A455T8N6_9CHLR Beta-glucosidase OS=Thermogemmatispora argillosa OX=2045280 GN=KTA_39140 PE=3 SV=1,474,test
positive,A0A3P4AY36,A0A3P4AY36_THETH Beta-glucosidase OS=Thermus thermophilus OX=274 GN=bglA PE=3 SV=1,436,test
positive,A0A326UAA6,A0A326UAA6_THEHA Beta-glucosidase OS=Thermosporothrix hazakensis OX=644383 GN=EI42_02728 PE=3 SV=1,465,test
positive,A0A662V1C1,A0A662V1C1_9CREN beta-glucosidase OS=Thermoprotei archaeon OX=2250277 GN=DRO39_08105 PE=3 SV=1,760,test
positive,A0A1C5MUE0,A0A1C5MUE0_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_1 PE=3 SV=1,749,test
positive,G2QSU8,G2QSU8_THETT beta-glucosidase OS=Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126) OX=578455 GN=THITE_2107120 PE=3 SV=1,751,test
negative,A0A537KJ93,A0A537KJ93_9BACT beta-glucosidase (Fragment) OS=Terrabacteria group bacterium ANGP1 OX=2569760 GN=E6H01_14225 PE=3 SV=1,400,test
negative,A0A853CQ66,A0A853CQ66_9MICO beta-glucosidase OS=Leifsonia shinshuensis OX=150026 GN=HNR13_000849 PE=4 SV=1,226,test
negative,M1CMP3,M1CMP3_SOLTU beta-glucosidase OS=Solanum tuberosum OX=4113 PE=4 SV=1,641,test
negative,A0A1X1MRA8,A0A1X1MRA8_9VIBR Beta-glucosidase OS=Vibrio sp. qd031 OX=1603038 GN=ST37_14790 PE=3 SV=1,449,test
positive,A0A1C5Y888,A0A1C5Y888_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_3 PE=3 SV=1,229,test
negative,A0A6L8EB77,A0A6L8EB77_9GAMM beta-glucosidase OS=Gammaproteobacteria bacterium OX=1913989 GN=F4127_01130 PE=4 SV=1,622,test
positive,F4QHA7,F4QHA7_9CAUL Thermostable beta-glucosidase B OS=Asticcacaulis biprosthecium C19 OX=715226 GN=ABI_10810 PE=3 SV=1,770,test
positive,A0A1C5PXH0,A0A1C5PXH0_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_1 PE=3 SV=1,756,test
negative,H1W5S5,H1W5S5_COLHI beta-glucosidase OS=Colletotrichum higginsianum (strain IMI 349063) OX=759273 GN=CH063_04301 PE=3 SV=1,702,test
negative,A0A6I3XTN3,A0A6I3XTN3_9BURK beta-glucosidase OS=Pseudoduganella dura OX=321982 GN=GJV26_25910 PE=4 SV=1,736,test
negative,A0A2M7G2Q5,A0A2M7G2Q5_9BACT Glycoside hydrolase family 1 protein OS=bacterium (Candidatus Blackallbacteria) CG17_big_fil_post_rev_8_21_14_2_50_48_46 OX=2014261 GN=COW36_16210 PE=3 SV=1,406,test
negative,A0A1G4AMS7,A0A1G4AMS7_9PEZI beta-glucosidase OS=Colletotrichum orchidophilum OX=1209926 GN=CORC01_14321 PE=3 SV=1,346,test
negative,A0A3A9VVZ1,A0A3A9VVZ1_9FLAO Beta-glucosidase OS=Aquimarina sp. AD10 OX=1714849 GN=D7033_12720 PE=3 SV=1,463,test
negative,A0A7W9GSH9,A0A7W9GSH9_9ACTN Beta-glucosidase OS=Jiangella mangrovi OX=1524084 GN=HD601_003820 PE=3 SV=1,471,test
negative,A0A3C0IRE3,A0A3C0IRE3_9BACT beta-glucosidase (Fragment) OS=Chitinophagaceae bacterium OX=1869212 GN=DCL43_09235 PE=4 SV=1,205,test
negative,A0A374C6U6,A0A374C6U6_9BACT beta-glucosidase OS=Prevotella sp. AM42-24 OX=2293125 GN=DW917_08615 PE=3 SV=1,781,test
negative,A0A506U6X2,A0A506U6X2_9HYPH beta-glucosidase OS=Martelella alba OX=2590451 GN=FJU08_14675 PE=4 SV=1,796,test
negative,A0A0B2A6F6,A0A0B2A6F6_9MICO Beta-glucosidase OS=Microbacterium mangrovi OX=1348253 GN=LK09_12760 PE=3 SV=1,478,test
positive,A0A2N5RI93,A0A2N5RI93_9THEM beta-glucosidase OS=Thermotoga sp. SG1 OX=126739 GN=AS006_01870 PE=3 SV=1,778,test
negative,A0A146GCV4,A0A146GCV4_TERSA Beta-glucosidase OS=Terrimicrobium sacchariphilum OX=690879 GN=TSACC_363 PE=3 SV=1,447,test
positive,A0A0U5JII0,A0A0U5JII0_9CLOT Thermostable beta-glucosidase B OS=Clostridium sp. C105KSO13 OX=1776045 GN=bglB_5 PE=3 SV=1,799,test
positive,A0A399G7A4,A0A399G7A4_9ACTN Beta-glucosidase OS=Thermobifida halotolerans OX=483545 GN=NI17_006275 PE=3 SV=1,458,test
positive,A0A6N2YXC0,A0A6N2YXC0_9FIRM Thermostable beta-glucosidase B OS=[Ruminococcus] torques OX=33039 GN=bglB_2 PE=3 SV=1,222,test
positive,A0A2A5XVI9,A0A2A5XVI9_9BACT beta-glucosidase OS=Rhodothermaeota bacterium MED-G12 OX=1986237 GN=CNE38_05650 PE=4 SV=1,771,test
positive,A0A399DYS7,A0A399DYS7_9DEIN beta-glucosidase OS=Calidithermus terrae OX=1408545 GN=Mterra_03765 PE=4 SV=1,739,test
negative,A0A5K1K514,A0A5K1K514_9APHY Beta-glucosidase (EC) (Fragment) OS=Ganoderma boninense OX=34458 GN=Q00903 PE=4 SV=1,314,test
positive,A0A7W3MWR0,A0A7W3MWR0_9ACTN Beta-glucosidase OS=Thermomonospora cellulosilytica OX=1411118 GN=HNR21_002200 PE=3 SV=1,444,test
negative,A0A537KP81,A0A537KP81_UNCBA beta-glucosidase OS=Bacteroidota bacterium OX=1898104 GN=E6H06_02205 PE=3 SV=1,783,test
negative,K2Q1B7,K2Q1B7_9HYPH Beta-glucosidase OS=Agrobacterium albertimagni AOL15 OX=1156935 GN=QWE_14952 PE=3 SV=1,457,test
positive,Q60038,Q60038_THENE Beta-glucosidase OS=Thermotoga neapolitana OX=2337 GN=bglB PE=3 SV=1,720,test
positive,A0A0S1XBC4,A0A0S1XBC4_THEBA Beta-glucosidase OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1155 PE=3 SV=1,420,test
negative,A0A3D9N3K2,A0A3D9N3K2_9FLAO beta-glucosidase OS=Winogradskyella pacifica OX=664642 GN=DFQ09_101374 PE=3 SV=1,738,test
positive,A0A160VIC0,A0A160VIC0_9ZZZZ beta-glucosidase OS=hydrothermal vent metagenome OX=652676 GN=MGWOODY_Mmi1926 PE=3 SV=1,644,test
negative,A0A7Y3GBL1,A0A7Y3GBL1_UNCMY Family 1 glycosylhydrolase (Fragment) OS=Myxococcales bacterium OX=2026763 GN=HKP30_15280 PE=3 SV=1,246,test
positive,A0A653RFR9,A0A653RFR9_9MICC Thermostable beta-glucosidase B OS=Arthrobacter sp. 9V OX=2653132 GN=bglB PE=3 SV=1,748,test
negative,A0A1M3LPG6,A0A1M3LPG6_9MICO beta-glucosidase OS=Leifsonia sp. 71-9 OX=1895934 GN=BGO91_13900 PE=4 SV=1,756,test
negative,A0A7L8D2Q8,A0A7L8D2Q8_9MICO Beta-glucosidase OS=Chryseoglobus sp. 28M-23 OX=2772253 GN=IE160_10820 PE=3 SV=1,478,test
positive,A0A222E5U0,A0A222E5U0_9RHOB Beta-glucosidase OS=Antarctobacter heliothermus OX=74033 GN=bglA PE=3 SV=1,440,test
negative,A0A7T7XRV2,A0A7T7XRV2_9SPIR Beta-glucosidase OS=Breznakiella homolactica OX=2798577 GN=JFL75_10170 PE=3 SV=1,450,test
negative,A0A326GJ08,A0A326GJ08_9SPHN beta-glucosidase OS=Citromicrobium sp OX=2024827 GN=DI637_01580 PE=3 SV=1,752,test
positive,A0A498PL91,A0A498PL91_9MYCO Thermostable beta-glucosidase B OS=Mycobacterium innocens OX=2341083 GN=bglB_1 PE=3 SV=1,705,test
negative,A0A2S6XFW6,A0A2S6XFW6_9ACTN beta-glucosidase OS=Streptomyces sp. MH60 OX=1940758 GN=bglX_2 PE=3 SV=1,793,test
positive,A0A6M8B9W1,A0A6M8B9W1_9CYAN Beta-glucosidase OS=Thermoleptolyngbya sichuanensis A183 OX=2737172 GN=HPC62_00880 PE=3 SV=1,456,test
positive,A0A165YG06,A0A165YG06_9HYPH Thermostable beta-glucosidase B OS=Pseudovibrio axinellae OX=989403 GN=bglB PE=3 SV=1,758,test
negative,A0A2I4HNV7,A0A2I4HNV7_JUGRE beta-glucosidase OS=Juglans regia OX=51240 GN=LOC109019909 PE=4 SV=2,633,test
negative,A0A3B6DKI4,A0A3B6DKI4_WHEAT beta-glucosidase OS=Triticum aestivum OX=4565 GN=CFC21_031887 PE=3 SV=1,615,test
negative,A0A436ZRS7,A0A436ZRS7_9PEZI beta-glucosidase OS=Arthrobotrys flagrans OX=97331 GN=DFL_009433 PE=3 SV=1,787,test
positive,A0A564VXR4,A0A564VXR4_9FIRM Thermostable beta-glucosidase B OS=Blautia luti OX=89014 GN=bglB_3 PE=3 SV=1,756,test
negative,A0A7V4MS50,A0A7V4MS50_9BACT beta-glucosidase (Fragment) OS=Lentisphaerota bacterium OX=1932692 GN=ENT50_08035 PE=3 SV=1,624,test
negative,W4FKM4,W4FKM4_APHAT beta-glucosidase OS=Aphanomyces astaci OX=112090 GN=H257_15979 PE=4 SV=1,674,test
positive,A0A840P1V4,A0A840P1V4_9ACTN beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_003068 PE=3 SV=1,763,test
positive,A0A7V5E2X8,A0A7V5E2X8_9BACT Beta-glucosidase OS=Candidatus Acetothermia bacterium OX=2053493 GN=ENV00_08035 PE=3 SV=1,461,test
positive,A0A0D8HUW0,A0A0D8HUW0_RHOSX Thermostable beta-glucosidase B OS=Rhodococcus sp. (strain AD45) OX=103808 GN=bglB_2 PE=3 SV=1,740,test
negative,W9NMJ9,W9NMJ9_FUSOX beta-glucosidase OS=Fusarium oxysporum f. sp. pisi HDV247 OX=1080344 GN=FOVG_17475 PE=3 SV=1,712,test
negative,A0A1H4VSJ7,A0A1H4VSJ7_9ACTN Beta-glucosidase OS=Streptomyces sp. 2314.4 OX=1881025 GN=SAMN05428943_2323 PE=3 SV=1,458,test
negative,A0A0T0M7W1,A0A0T0M7W1_9FLAO beta-glucosidase OS=Chryseobacterium sp. Leaf394 OX=1736361 GN=ASG21_07825 PE=3 SV=1,740,test
positive,G0GCI8,G0GCI8_SPITZ beta-glucosidase OS=Spirochaeta thermophila (strain ATCC 700085 / DSM 6578 / Z-1203) OX=869211 GN=Spith_1795 PE=3 SV=1,615,test
negative,A0A1L9R7T4,A0A1L9R7T4_ASPWE Probable beta-glucosidase G OS=Aspergillus wentii DTO 134E9 OX=1073089 GN=ASPWEDRAFT_176038 PE=3 SV=1,799,test
negative,A0A3G6MHV2,A0A3G6MHV2_9FLAO beta-glucosidase OS=Chryseobacterium sp. G0201 OX=2487065 GN=bglX PE=3 SV=1,775,test
